tweet_id,text,city,school,sentiment,risk_level,risk_score,category,bullying_detected,created_at,processed_at,retweet_count,like_count
dummy_22_1765688751,sedih liat anak SMP dibully sampai mogok sekolah,Depok,SMA Negeri 3 Depok,negatif,merah,10.5,saksi,True,2025-12-09 22:45:51,2025-12-14 13:05:55,12,15
dummy_23_1765688751,konseling di sekolah membantu banget,Denpasar,SMK Negeri 1 Denpasar,netral,aman,0.5,unknown,False,2025-12-03 23:19:51,2025-12-14 13:05:55,39,5
dummy_24_1765688751,"gak mau sekolah lagi, trauma di-bully",Denpasar,SMP Negeri 4 Denpasar,negatif,merah,9.0,saksi,True,2025-11-13 17:52:51,2025-12-14 13:05:55,0,79
dummy_25_1765688751,anak tetangga gak mau sekolah karena dibully #sekolah,Malang,SMA Swasta XYZ Malang,negatif,merah,9.5,saksi,True,2025-11-30 01:58:51,2025-12-14 13:05:55,7,39
dummy_26_1765688751,"ngegangguin dia tuh seru, gak pernah melawan",Yogyakarta,SMP Negeri 2 Yogyakarta,netral,aman,0.5,unknown,False,2025-12-03 16:47:51,2025-12-14 13:05:55,20,3
dummy_27_1765688751,"gak mau sekolah lagi, trauma di-bully",Depok,SMA Negeri 2 Depok,negatif,merah,8.5,saksi,True,2025-12-09 12:33:51,2025-12-14 13:05:55,26,23
dummy_28_1765688751,senang bisa bantu teman yang dibully #pendidikan @teacher,Surakarta,SMA Negeri 4 Surakarta,negatif,merah,10.0,saksi,True,2025-11-25 06:47:51,2025-12-14 13:05:55,24,52
dummy_29_1765688751,sedih liat anak SMP dibully sampai mogok sekolah #pendidikan,Surabaya,SMP Negeri 3 Surabaya,negatif,merah,11.0,saksi,True,2025-11-18 10:34:51,2025-12-14 13:05:55,24,77
dummy_30_1765688751,"gak mau sekolah lagi, trauma di-bully",Mataram,SMP Negeri 1 Mataram,negatif,merah,9.0,saksi,True,2025-11-22 13:13:51,2025-12-14 13:05:55,11,40
dummy_31_1765688751,"si lemah itu cemen banget, gampang nangis",Bekasi,SMA Swasta XYZ Bekasi,netral,aman,1.0,unknown,False,2025-11-26 22:11:51,2025-12-14 13:05:55,7,60
dummy_32_1765688751,"harusnya sekolah jadi tempat aman, bukan tempat bully @kemdikbud",Medan,SMA Negeri 2 Medan,netral,merah,6.0,saksi,True,2025-12-13 06:01:51,2025-12-14 13:05:55,45,62
dummy_33_1765688751,di sekolahku ada geng yang suka nakut-nakutin adik kelas,Surakarta,SMA Negeri 3 Surakarta,netral,aman,1.0,unknown,False,2025-12-09 08:31:51,2025-12-14 13:05:55,4,91
dummy_34_1765688751,teman-teman mulai berubah jadi lebih baik #sekolah,Surabaya,SMP Negeri 2 Surabaya,netral,aman,1.0,unknown,False,2025-12-11 08:35:51,2025-12-14 13:05:55,36,36
dummy_35_1765688751,sekolah perlu lebih banyak psikolog #pendidikan,Yogyakarta,SMP Negeri 3 Yogyakarta,netral,aman,0.5,unknown,False,2025-11-15 09:45:51,2025-12-14 13:05:55,25,23
dummy_36_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Depok,SMP Negeri 3 Depok,negatif,merah,11.0,korban,True,2025-12-04 00:58:51,2025-12-14 13:05:55,27,92
dummy_37_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin @teacher",Makassar,SMA Negeri 3 Makassar,netral,aman,1.0,unknown,False,2025-11-16 04:00:51,2025-12-14 13:05:55,46,41
dummy_38_1765688751,guru BK peduli sama masalah siswa #mentalhealth,Bandung,SMA Negeri 2 Bandung,netral,aman,0.5,unknown,False,2025-11-29 00:01:51,2025-12-14 13:05:55,15,23
dummy_39_1765688751,sekolah yang peduli membuat perbedaan @school,Yogyakarta,SMA Negeri 4 Yogyakarta,netral,aman,0.5,unknown,False,2025-12-09 07:28:51,2025-12-14 13:05:55,36,11
dummy_40_1765688751,kerja kelompok hari ini seru,Semarang,SMA Swasta XYZ Semarang,netral,aman,1.0,unknown,False,2025-12-07 06:02:51,2025-12-14 13:05:55,3,71
dummy_41_1765688751,di sekolahku ada geng yang suka nakut-nakutin adik kelas,Mataram,SMA Negeri 2 Mataram,netral,aman,1.0,unknown,False,2025-12-06 00:15:51,2025-12-14 13:05:55,36,18
dummy_42_1765688751,kenapa sih ada yang tega bully anak orang?,Medan,SMA Negeri 3 Medan,negatif,merah,7.0,saksi,True,2025-12-13 07:41:51,2025-12-14 13:05:55,11,4
dummy_43_1765688751,"diancam kalau melapor ke guru, jadi diam aja",Semarang,SMA Swasta XYZ Semarang,negatif,merah,8.0,saksi,True,2025-11-17 17:52:51,2025-12-14 13:05:55,49,53
dummy_44_1765688751,kenapa ya aku selalu jadi bahan olokan? capek mental #sekolah,Denpasar,SMA Swasta XYZ Denpasar,netral,aman,1.0,unknown,False,2025-12-08 02:08:51,2025-12-14 13:05:55,48,32
dummy_45_1765688751,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman @kemdikbud",Denpasar,SMA Negeri 2 Denpasar,negatif,merah,9.0,saksi,True,2025-11-18 23:40:51,2025-12-14 13:05:55,44,16
dummy_46_1765688751,ada anak di sekolahku yang sering nangis di toilet sendirian #bullying,Surabaya,SMA Negeri 2 Surabaya,negatif,merah,7.5,saksi,True,2025-11-16 04:30:51,2025-12-14 13:05:55,12,31
dummy_47_1765688751,"gak kuat lagi, setiap hari dihina di kelas",Medan,SMP Swasta ABC Medan,negatif,merah,8.0,saksi,True,2025-11-16 23:32:51,2025-12-14 13:05:55,42,15
dummy_48_1765688751,sekolah perlu lebih banyak psikolog,Denpasar,SMA Swasta XYZ Denpasar,netral,aman,1.0,unknown,False,2025-11-29 10:36:51,2025-12-14 13:05:55,1,57
dummy_49_1765688751,"ngegangguin dia tuh seru, gak pernah melawan",Yogyakarta,SMP Negeri 3 Yogyakarta,netral,aman,1.0,unknown,False,2025-11-20 17:35:51,2025-12-14 13:05:55,48,42
dummy_50_1765688751,anak tetangga gak mau sekolah karena dibully #sekolah,Bandung,SMA Negeri 1 Bandung,negatif,merah,10.0,saksi,True,2025-11-25 17:29:51,2025-12-14 13:05:55,40,29
dummy_51_1765688751,"sekolahku mulai program anti bullying, semoga berhasil @school",Bekasi,SMP Negeri 2 Bekasi,netral,merah,6.0,saksi,True,2025-12-09 11:42:51,2025-12-14 13:05:55,25,33
dummy_52_1765688751,akhirnya ada teman yang mau dengerin ceritaku,Bandung,SMK Negeri 1 Bandung,netral,aman,1.0,unknown,False,2025-11-28 15:36:51,2025-12-14 13:05:55,3,93
dummy_53_1765688751,anak tetangga gak mau sekolah karena dibully,Surakarta,SMP Negeri 3 Surakarta,negatif,merah,9.5,saksi,True,2025-12-02 09:56:51,2025-12-14 13:05:55,19,28
dummy_54_1765688751,"mau nangis, di-bully terus di sekolah #mentalhealth @teacher",Depok,SMA Negeri 1 Depok,negatif,merah,7.5,saksi,True,2025-12-11 08:19:51,2025-12-14 13:05:55,12,20
dummy_55_1765688751,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman",Mataram,SMP Negeri 4 Mataram,negatif,merah,9.0,saksi,True,2025-12-07 16:43:51,2025-12-14 13:05:55,24,35
dummy_56_1765688751,di sekolahku ada geng yang suka nakut-nakutin adik kelas #mentalhealth @kemdikbud,Surabaya,SMK Negeri 1 Surabaya,netral,aman,0.0,unknown,False,2025-11-20 22:13:51,2025-12-14 13:05:55,13,5
dummy_57_1765688751,gampang banget nakutin anak baru,Depok,SMP Negeri 4 Depok,netral,aman,1.0,unknown,False,2025-12-03 18:03:51,2025-12-14 13:05:55,24,87
dummy_58_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Semarang,SMP Negeri 1 Semarang,negatif,merah,10.0,korban,True,2025-11-19 07:56:51,2025-12-14 13:05:55,13,7
dummy_59_1765688751,anak tetangga gak mau sekolah karena dibully,Surabaya,SMA Negeri 1 Surabaya,negatif,merah,10.0,saksi,True,2025-11-14 10:51:51,2025-12-14 13:05:55,22,41
dummy_60_1765688751,"gak kuat lagi, setiap hari dihina di kelas #pendidikan",Depok,SMP Swasta ABC Depok,negatif,merah,8.0,saksi,True,2025-11-24 13:42:51,2025-12-14 13:05:55,19,46
dummy_61_1765688751,"mau nangis, di-bully terus di sekolah @school",Jakarta,SMA Negeri 2 Jakarta,negatif,merah,7.5,saksi,True,2025-12-11 06:50:51,2025-12-14 13:05:55,6,15
dummy_62_1765688751,anak tetangga gak mau sekolah karena dibully,Denpasar,SMK Negeri 2 Denpasar,negatif,merah,10.0,saksi,True,2025-12-10 12:28:51,2025-12-14 13:05:55,34,58
dummy_63_1765688751,kenapa ya aku selalu jadi bahan olokan? capek mental #sekolah,Medan,SMP Swasta ABC Medan,netral,aman,1.0,unknown,False,2025-12-14 10:10:51,2025-12-14 13:05:55,28,85
dummy_64_1765688751,liat temen dibully tapi takut ikut campur #sekolah,Depok,SMA Swasta XYZ Depok,negatif,merah,13.0,korban,True,2025-12-04 09:49:51,2025-12-14 13:05:55,27,75
dummy_65_1765688751,ada anak di sekolahku yang sering nangis di toilet sendirian @kemdikbud,Bandung,SMP Negeri 3 Bandung,netral,aman,1.0,unknown,False,2025-11-19 00:34:51,2025-12-14 13:05:55,14,48
dummy_66_1765688751,liburan sekolah menyenangkan #mentalhealth,Depok,SMP Swasta ABC Depok,netral,aman,1.0,unknown,False,2025-11-21 10:30:51,2025-12-14 13:05:55,41,92
dummy_67_1765688751,sedih liat anak SMP dibully sampai mogok sekolah,Bandung,SMP Negeri 1 Bandung,negatif,merah,11.0,saksi,True,2025-12-04 13:05:51,2025-12-14 13:05:55,42,49
dummy_68_1765688751,"asyik ngejek si cupu, reaksinya lucu banget",Jakarta,SMK Negeri 2 Jakarta,netral,aman,1.0,unknown,False,2025-11-24 20:02:51,2025-12-14 13:05:55,34,19
dummy_69_1765688751,"si lemah itu cemen banget, gampang nangis",Medan,SMP Negeri 4 Medan,netral,aman,1.0,unknown,False,2025-11-20 15:58:51,2025-12-14 13:05:55,47,54
dummy_70_1765688751,kerja kelompok hari ini seru,Bekasi,SMA Negeri 1 Bekasi,netral,aman,0.5,unknown,False,2025-11-25 17:01:51,2025-12-14 13:05:55,33,7
dummy_71_1765688751,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman",Depok,SMP Negeri 1 Depok,negatif,merah,9.0,saksi,True,2025-12-12 08:23:51,2025-12-14 13:05:55,17,62
dummy_72_1765688751,"gak kuat lagi, setiap hari dihina di kelas",Jakarta,SMA Negeri 3 Jakarta,negatif,merah,8.0,saksi,True,2025-12-02 15:39:51,2025-12-14 13:05:55,25,82
dummy_73_1765688751,"asyik ngejek si cupu, reaksinya lucu banget",Malang,SMP Swasta ABC Malang,netral,aman,1.0,unknown,False,2025-11-17 16:50:51,2025-12-14 13:05:55,32,91
dummy_74_1765688751,akhirnya ada teman yang mau dengerin ceritaku #sekolah,Jakarta,SMA Negeri 1 Jakarta,netral,aman,1.0,unknown,False,2025-11-22 13:16:51,2025-12-14 13:05:55,29,55
dummy_75_1765688751,"si lemah itu cemen banget, gampang nangis #bullying",Surabaya,SMA Negeri 1 Surabaya,negatif,merah,9.0,pelaku,True,2025-12-01 17:24:51,2025-12-14 13:05:55,10,51
dummy_76_1765688751,"ngegangguin dia tuh seru, gak pernah melawan",Tangerang,SMA Swasta XYZ Tangerang,netral,aman,1.0,unknown,False,2025-12-13 21:46:51,2025-12-14 13:05:55,21,53
dummy_77_1765688751,"mau nangis, di-bully terus di sekolah",Makassar,SMP Swasta ABC Makassar,negatif,merah,8.0,saksi,True,2025-11-26 04:43:51,2025-12-14 13:05:55,35,95
dummy_78_1765688751,"ngegangguin dia tuh seru, gak pernah melawan",Depok,SMA Negeri 1 Depok,netral,aman,1.0,unknown,False,2025-11-26 02:23:51,2025-12-14 13:05:55,46,58
dummy_79_1765688751,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman",Surabaya,SMP Negeri 2 Surabaya,negatif,merah,9.0,saksi,True,2025-11-17 15:04:51,2025-12-14 13:05:55,39,40
dummy_80_1765688751,liburan sekolah menyenangkan @school,Tangerang,SMK Negeri 1 Tangerang,netral,aman,1.0,unknown,False,2025-12-02 14:24:51,2025-12-14 13:05:55,49,65
dummy_81_1765688751,guru BK sangat membantu masalahku @kemdikbud,Yogyakarta,SMP Negeri 3 Yogyakarta,netral,aman,1.0,unknown,False,2025-11-30 16:12:51,2025-12-14 13:05:55,41,46
dummy_82_1765688751,uang jajan selalu diambil paksa sama senior #sekolah,Malang,SMP Negeri 3 Malang,netral,aman,0.5,unknown,False,2025-12-12 02:28:51,2025-12-14 13:05:55,6,36
dummy_83_1765688751,konseling di sekolah membantu banget,Surabaya,SMP Negeri 1 Surabaya,netral,aman,0.5,unknown,False,2025-11-24 14:57:51,2025-12-14 13:05:55,15,24
dummy_84_1765688751,"bully itu seru sih, apalagi kalo korban lemah @kemdikbud",Malang,SMP Negeri 4 Malang,negatif,merah,9.5,korban,True,2025-11-18 00:28:51,2025-12-14 13:05:55,37,12
dummy_85_1765688751,"diancam kalau melapor ke guru, jadi diam aja",Bekasi,SMA Negeri 4 Bekasi,negatif,merah,8.0,saksi,True,2025-12-01 06:37:51,2025-12-14 13:05:55,27,24
dummy_86_1765688751,"hari ini ngerjain si culun lagi, wkwk",Palembang,SMP Negeri 1 Palembang,netral,aman,0.5,unknown,False,2025-12-14 01:32:51,2025-12-14 13:05:55,0,40
dummy_87_1765688751,kasihan lihat temenku selalu dijauhin dan dihina,Medan,SMP Negeri 1 Medan,negatif,merah,10.0,saksi,True,2025-12-14 07:32:51,2025-12-14 13:05:55,11,69
dummy_88_1765688751,ada yang tau cara bantu korban bullying? @kemdikbud,Surabaya,SMP Negeri 4 Surabaya,negatif,merah,9.5,korban,True,2025-11-21 15:06:51,2025-12-14 13:05:55,21,5
dummy_89_1765688751,kerja kelompok hari ini seru #sekolah,Tangerang,SMA Negeri 2 Tangerang,netral,aman,1.0,unknown,False,2025-11-28 21:37:51,2025-12-14 13:05:55,36,45
dummy_90_1765688751,senang bisa bantu teman yang dibully,Bandung,SMP Negeri 2 Bandung,negatif,merah,10.0,saksi,True,2025-11-25 20:32:51,2025-12-14 13:05:55,23,55
dummy_91_1765688751,"harusnya sekolah jadi tempat aman, bukan tempat bully",Depok,SMK Negeri 1 Depok,netral,merah,6.0,saksi,True,2025-11-18 20:38:51,2025-12-14 13:05:55,36,42
dummy_92_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor #sekolah",Makassar,SMA Negeri 4 Makassar,negatif,merah,11.0,korban,True,2025-11-25 01:29:51,2025-12-14 13:05:55,42,49
dummy_93_1765688751,"gak kuat lagi, setiap hari dihina di kelas",Mataram,SMK Negeri 2 Mataram,negatif,merah,8.0,saksi,True,2025-12-10 18:28:51,2025-12-14 13:05:55,38,95
dummy_94_1765688751,"diancam kalau melapor ke guru, jadi diam aja @teacher",Palembang,SMP Negeri 3 Palembang,negatif,merah,8.0,saksi,True,2025-12-10 20:57:51,2025-12-14 13:05:55,29,34
dummy_95_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin",Denpasar,SMP Swasta ABC Denpasar,netral,aman,1.0,unknown,False,2025-11-26 20:19:51,2025-12-14 13:05:55,47,21
dummy_96_1765688751,ada yang tau cara bantu korban bullying?,Surakarta,SMP Negeri 1 Surakarta,negatif,merah,10.0,korban,True,2025-12-07 12:05:51,2025-12-14 13:05:55,42,64
dummy_97_1765688751,liburan sekolah menyenangkan,Bandung,SMP Negeri 3 Bandung,netral,aman,1.0,unknown,False,2025-12-06 21:56:51,2025-12-14 13:05:55,34,19
dummy_98_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Depok,SMK Negeri 1 Depok,negatif,merah,11.0,korban,True,2025-11-22 13:54:51,2025-12-14 13:05:55,34,22
dummy_99_1765688751,"hari ini ngerjain si culun lagi, wkwk #sekolah",Medan,SMP Negeri 4 Medan,netral,aman,1.0,unknown,False,2025-11-29 20:07:51,2025-12-14 13:05:55,35,55
dummy_100_1765688751,anak tetangga gak mau sekolah karena dibully #bullying,Bekasi,SMA Swasta XYZ Bekasi,negatif,merah,10.0,saksi,True,2025-12-12 19:29:51,2025-12-14 13:05:55,7,86
dummy_101_1765688751,"harusnya sekolah jadi tempat aman, bukan tempat bully",Yogyakarta,SMP Swasta ABC Yogyakarta,netral,kuning,5.5,saksi,True,2025-12-13 22:45:51,2025-12-14 13:05:55,1,27
dummy_102_1765688751,uang jajan selalu diambil paksa sama senior,Jakarta,SMP Negeri 1 Jakarta,netral,aman,0.5,unknown,False,2025-11-17 19:53:51,2025-12-14 13:05:55,25,14
dummy_103_1765688751,merasa lebih aman di sekolah sekarang @teacher,Denpasar,SMA Negeri 3 Denpasar,netral,aman,0.5,unknown,False,2025-12-12 08:56:51,2025-12-14 13:05:55,28,11
dummy_104_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin @kemdikbud",Jakarta,SMP Negeri 2 Jakarta,netral,aman,1.0,unknown,False,2025-11-17 07:54:51,2025-12-14 13:05:55,26,28
dummy_105_1765688751,belajar tentang cyberbullying hari ini @school,Semarang,SMP Negeri 2 Semarang,negatif,merah,8.0,saksi,True,2025-12-06 16:52:51,2025-12-14 13:05:55,26,82
dummy_106_1765688751,"gak kuat lagi, setiap hari dihina di kelas #mentalhealth",Jakarta,SMK Negeri 2 Jakarta,negatif,merah,8.0,saksi,True,2025-12-02 11:48:51,2025-12-14 13:05:55,49,37
dummy_107_1765688751,liburan sekolah menyenangkan,Tangerang,SMP Negeri 2 Tangerang,netral,aman,1.0,unknown,False,2025-11-21 19:29:51,2025-12-14 13:05:55,15,66
dummy_108_1765688751,sekolah perlu lebih banyak psikolog,Depok,SMA Negeri 4 Depok,netral,aman,1.0,unknown,False,2025-11-21 22:17:51,2025-12-14 13:05:55,36,52
dummy_109_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Tangerang,SMA Negeri 4 Tangerang,negatif,merah,11.0,korban,True,2025-11-22 11:36:51,2025-12-14 13:05:55,5,66
dummy_110_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin",Jakarta,SMA Negeri 1 Jakarta,netral,aman,1.0,unknown,False,2025-11-26 20:25:51,2025-12-14 13:05:55,25,55
dummy_111_1765688751,di sekolahku ada geng yang suka nakut-nakutin adik kelas,Semarang,SMP Negeri 1 Semarang,netral,aman,0.5,unknown,False,2025-12-12 16:56:51,2025-12-14 13:05:55,2,43
dummy_112_1765688751,kenapa sih ada yang tega bully anak orang?,Surakarta,SMP Negeri 3 Surakarta,negatif,merah,7.5,saksi,True,2025-11-26 18:12:51,2025-12-14 13:05:55,15,11
dummy_113_1765688751,liburan sekolah menyenangkan #bullying @teacher,Bandung,SMK Negeri 2 Bandung,negatif,merah,8.0,saksi,True,2025-11-21 04:31:51,2025-12-14 13:05:55,24,88
dummy_114_1765688751,kenapa sih ada yang tega bully anak orang?,Surabaya,SMP Negeri 1 Surabaya,negatif,merah,7.5,saksi,True,2025-12-06 06:28:51,2025-12-14 13:05:55,4,45
dummy_115_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin",Palembang,SMK Negeri 1 Palembang,netral,aman,0.0,unknown,False,2025-12-03 18:25:51,2025-12-14 13:05:55,4,5
dummy_116_1765688751,di sekolahku ada geng yang suka nakut-nakutin adik kelas,Bandung,SMK Negeri 1 Bandung,netral,aman,1.0,unknown,False,2025-11-26 23:31:51,2025-12-14 13:05:55,29,90
dummy_117_1765688751,guru perlu lebih aware sama bullying di sekolah,Denpasar,SMA Swasta XYZ Denpasar,negatif,merah,8.0,saksi,True,2025-12-11 11:02:51,2025-12-14 13:05:55,24,82
dummy_118_1765688751,ada anak di sekolahku yang sering nangis di toilet sendirian #sekolah,Tangerang,SMP Negeri 3 Tangerang,netral,aman,1.0,unknown,False,2025-11-27 05:48:51,2025-12-14 13:05:55,8,78
dummy_119_1765688751,"hari ini ngerjain si culun lagi, wkwk",Denpasar,SMK Negeri 2 Denpasar,netral,aman,0.5,unknown,False,2025-11-15 05:07:51,2025-12-14 13:05:55,30,16
dummy_120_1765688751,ada anak di sekolahku yang sering nangis di toilet sendirian #pendidikan,Makassar,SMK Negeri 1 Makassar,netral,aman,1.0,unknown,False,2025-11-20 00:07:51,2025-12-14 13:05:55,18,72
dummy_121_1765688751,kenapa sih ada yang tega bully anak orang?,Makassar,SMP Negeri 3 Makassar,negatif,merah,8.0,saksi,True,2025-11-24 17:10:51,2025-12-14 13:05:55,16,69
dummy_122_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Medan,SMP Negeri 3 Medan,negatif,merah,10.5,korban,True,2025-11-21 10:30:51,2025-12-14 13:05:55,28,5
dummy_123_1765688751,ada support group untuk korban bullying #bullying,Denpasar,SMA Negeri 2 Denpasar,negatif,merah,9.5,korban,True,2025-12-02 13:45:51,2025-12-14 13:05:55,21,3
dummy_124_1765688751,liat temen dibully tapi takut ikut campur #bullying,Bandung,SMP Negeri 1 Bandung,negatif,merah,13.0,korban,True,2025-11-15 10:30:51,2025-12-14 13:05:55,34,45
dummy_125_1765688751,kenapa ya aku selalu jadi bahan olokan? capek mental #sekolah,Palembang,SMK Negeri 2 Palembang,netral,aman,0.5,unknown,False,2025-11-24 11:03:51,2025-12-14 13:05:55,12,15
dummy_126_1765688751,teman-teman mulai berubah jadi lebih baik #sekolah @kemdikbud,Makassar,SMA Negeri 2 Makassar,netral,aman,1.0,unknown,False,2025-11-17 20:12:51,2025-12-14 13:05:55,45,87
dummy_127_1765688751,sedih liat anak SMP dibully sampai mogok sekolah,Mataram,SMA Negeri 1 Mataram,negatif,merah,11.0,saksi,True,2025-11-14 01:55:51,2025-12-14 13:05:55,39,20
dummy_128_1765688751,"gak kuat lagi, setiap hari dihina di kelas @teacher",Jakarta,SMP Negeri 4 Jakarta,negatif,merah,8.0,saksi,True,2025-12-09 20:50:51,2025-12-14 13:05:55,49,26
dummy_129_1765688751,"diancam kalau melapor ke guru, jadi diam aja",Jakarta,SMA Negeri 3 Jakarta,negatif,merah,7.5,saksi,True,2025-11-22 06:27:51,2025-12-14 13:05:55,9,24
dummy_130_1765688751,ada yang tau cara bantu korban bullying? #pendidikan,Surabaya,SMP Swasta ABC Surabaya,negatif,merah,10.0,korban,True,2025-12-01 09:37:51,2025-12-14 13:05:55,45,38
dummy_131_1765688751,sedih liat anak SMP dibully sampai mogok sekolah #mentalhealth @kemdikbud,Bandung,SMP Negeri 2 Bandung,negatif,merah,11.0,saksi,True,2025-12-08 09:45:51,2025-12-14 13:05:55,20,37
dummy_132_1765688751,kenapa sih ada yang tega bully anak orang? #pendidikan,Palembang,SMK Negeri 2 Palembang,negatif,merah,8.0,saksi,True,2025-11-27 22:07:51,2025-12-14 13:05:55,49,100
dummy_133_1765688751,"diancam kalau melapor ke guru, jadi diam aja",Malang,SMP Swasta ABC Malang,negatif,merah,8.0,saksi,True,2025-11-14 21:56:51,2025-12-14 13:05:55,16,48
dummy_134_1765688751,"diancam kalau melapor ke guru, jadi diam aja #pendidikan",Yogyakarta,SMK Negeri 2 Yogyakarta,negatif,merah,8.0,saksi,True,2025-11-15 18:52:51,2025-12-14 13:05:55,33,95
dummy_135_1765688751,"gak kuat lagi, setiap hari dihina di kelas",Palembang,SMA Swasta XYZ Palembang,negatif,merah,8.0,saksi,True,2025-11-18 07:44:51,2025-12-14 13:05:55,44,57
dummy_136_1765688751,kasihan lihat temenku selalu dijauhin dan dihina @kemdikbud,Malang,SMP Negeri 3 Malang,negatif,merah,10.0,saksi,True,2025-11-29 09:25:51,2025-12-14 13:05:55,11,40
dummy_137_1765688751,guru perlu lebih aware sama bullying di sekolah,Jakarta,SMP Negeri 1 Jakarta,negatif,merah,8.0,saksi,True,2025-11-21 06:11:51,2025-12-14 13:05:55,36,60
dummy_138_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin",Bandung,SMP Negeri 1 Bandung,netral,aman,1.0,unknown,False,2025-11-18 13:16:51,2025-12-14 13:05:55,25,74
dummy_139_1765688751,"gak mau sekolah lagi, trauma di-bully",Bekasi,SMA Swasta XYZ Bekasi,negatif,merah,9.0,saksi,True,2025-11-17 07:20:51,2025-12-14 13:05:55,31,75
dummy_140_1765688751,kampanye anti bullying berhasil di sekolah,Bekasi,SMP Negeri 3 Bekasi,netral,kuning,5.0,saksi,True,2025-12-02 19:48:51,2025-12-14 13:05:55,4,12
dummy_141_1765688751,uang jajan selalu diambil paksa sama senior #sekolah,Depok,SMP Swasta ABC Depok,netral,aman,1.0,unknown,False,2025-12-09 22:06:51,2025-12-14 13:05:55,15,88
dummy_142_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin #bullying @kemdikbud",Tangerang,SMA Negeri 4 Tangerang,negatif,merah,7.0,saksi,True,2025-11-15 07:11:51,2025-12-14 13:05:55,0,12
dummy_143_1765688751,"gak mau sekolah lagi, trauma di-bully",Tangerang,SMP Negeri 4 Tangerang,negatif,merah,9.0,saksi,True,2025-11-14 21:11:51,2025-12-14 13:05:55,50,92
dummy_144_1765688751,"diancam kalau melapor ke guru, jadi diam aja",Bandung,SMA Swasta XYZ Bandung,negatif,merah,7.5,saksi,True,2025-11-13 23:33:51,2025-12-14 13:05:55,17,26
dummy_145_1765688751,"sendiri terus di sekolah, gak ada yang mau temanin",Makassar,SMP Negeri 2 Makassar,netral,aman,1.0,unknown,False,2025-12-12 13:04:51,2025-12-14 13:05:55,26,30
dummy_146_1765688751,belajar tentang cyberbullying hari ini,Malang,SMK Negeri 2 Malang,negatif,merah,8.0,saksi,True,2025-11-25 05:47:51,2025-12-14 13:05:55,36,15
dummy_147_1765688751,"aku ngerasa sedih banget di sekolah, selalu dijauhin teman-teman #sekolah",Makassar,SMK Negeri 1 Makassar,negatif,merah,9.0,saksi,True,2025-11-20 22:38:51,2025-12-14 13:05:55,28,93
dummy_148_1765688751,senang bisa bantu teman yang dibully @teacher,Makassar,SMA Negeri 1 Makassar,negatif,merah,10.0,saksi,True,2025-11-28 21:07:51,2025-12-14 13:05:55,42,45
dummy_149_1765688751,konseling di sekolah membantu banget,Denpasar,SMA Negeri 1 Denpasar,netral,aman,1.0,unknown,False,2025-12-10 10:21:51,2025-12-14 13:05:55,25,36
dummy_150_1765688751,kasihan lihat temenku selalu dijauhin dan dihina,Palembang,SMA Negeri 4 Palembang,negatif,merah,10.0,saksi,True,2025-11-23 12:48:51,2025-12-14 13:05:55,28,46
dummy_151_1765688751,gampang banget nakutin anak baru,Palembang,SMP Negeri 4 Palembang,netral,aman,1.0,unknown,False,2025-11-22 10:55:51,2025-12-14 13:05:55,44,47
dummy_152_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor",Semarang,SMK Negeri 2 Semarang,negatif,merah,11.0,korban,True,2025-11-14 22:10:51,2025-12-14 13:05:55,17,76
dummy_153_1765688751,anak tetangga gak mau sekolah karena dibully,Jakarta,SMA Negeri 4 Jakarta,negatif,merah,10.0,saksi,True,2025-11-14 15:20:51,2025-12-14 13:05:55,37,61
dummy_154_1765688751,"dipukuli teman di kamar mandi sekolah, tapi takut melapor #bullying @school",Mataram,SMP Swasta ABC Mataram,negatif,merah,12.5,korban,True,2025-11-14 18:45:51,2025-12-14 13:05:55,7,33
dummy_155_1765688751,"goblok banget sih dia, gampang banget dibully @kemdikbud",Bandung,SMA Negeri 4 Bandung,negatif,merah,11.0,pelaku,True,2025-12-04 07:17:51,2025-12-14 13:05:55,50,66
dummy_156_1765688751,"diancam kalau melapor ke guru, jadi diam aja",Medan,SMK Negeri 2 Medan,negatif,merah,8.0,saksi,True,2025-12-09 13:36:51,2025-12-14 13:05:55,44,38
